name,type,ra_deg,dec_deg,mag
IC3975,G,194.815375,38.882750,15.13
IC3976,G,194.872500,27.850139,14.72
IC3977,*,194.831917,36.798083,
IC3978,G,194.906042,19.622222,18.62
IC3979,*,194.836458,36.324333,
IC3980,G,194.827500,39.151250,16.82
IC3981,*,194.839375,37.227806,
IC3982,*,194.827458,40.080528,
IC3983,**,194.835458,39.246639,
IC3984,G,194.917750,19.623083,17.66
IC3985,G,194.929792,19.591111,16.44
IC3986,G,195.383917,-32.291056,13.35
IC3987,G,194.854333,38.733444,15.63
IC3988,*,194.861750,37.244972,
IC3989,*,194.869750,36.756583,
IC3990,G,194.912958,28.895528,14.0
IC3991,G,194.915792,28.926583,14.36
IC3992,*,194.888708,36.771833,
IC3993,G,194.876958,40.601778,15.9
IC3994,G,194.961833,22.716750,17.22
IC3995,*,194.891375,39.039778,
IC3996,**,194.881250,40.467556,
IC3997,G,194.903875,36.695667,16.88
IC3998,G,194.944917,27.973861,14.57
IC3999,Dup,194.878417,-14.132333,
IC4000,G,194.902583,39.587750,17.14
IC4001,G,194.908042,38.870250,15.74
IC4002,G,194.919208,36.763472,17.14
IC4003,G,194.913875,38.815583,15.1
IC4004,G,194.928208,38.811306,15.41
IC4005,**,195.010583,22.639917,
IC4006,*,194.953000,37.011083,
IC4007,G,195.029125,19.964667,16.33
IC4008,**,195.023917,22.350500,
IC4009,*,194.970000,36.660750,
IC4010,G,194.975167,37.859111,16.31
IC4011,G,195.026625,28.004139,15.1
IC4012,G,195.033292,28.078556,14.93
IC4013,*,194.990958,37.199389,
IC4014,G,195.057917,22.499611,16.76
IC4015,Dup,194.998375,37.193389,
IC4016,Dup,194.999333,37.188139,
IC4017,G,195.066333,22.555694,17.44
IC4018,G,194.989333,40.488722,17.01
IC4019,**,195.072625,23.720833,
IC4020,G,195.014167,38.609889,16.59
IC4021,G,195.061417,28.041306,14.69
IC4022,*,195.020542,38.478917,
IC4023,G,195.110583,19.097333,16.6
IC4024,*,195.016542,40.509139,
IC4025,G,195.118167,19.105028,16.6
IC4026,G,195.092250,28.047000,14.59
IC4027,G,195.056750,37.141417,16.31
IC4028,G,195.067208,36.254111,15.38
IC4029,G,195.059167,38.759722,16.57
IC4030,G,195.116542,27.955972,15.39
IC4031,G,195.064500,39.144944,16.42
IC4032,G,195.106875,28.867806,14.68
IC4033,G,195.118292,27.972417,15.21
IC4034,G,195.081625,37.046194,16.26
IC4035,GPair,195.072250,40.301444,
IC4035 NED01,G,195.069542,40.299639,16.89
IC4035 NED02,G,195.075000,40.302361,18.8
IC4036,*,195.086458,36.909056,
IC4037,G,195.080917,39.002639,16.54
IC4038,G,195.090708,37.039361,16.18
IC4039,G,195.164083,21.691722,16.04
IC4040,G,195.158042,28.057361,14.82
IC4041,G,195.170208,27.996611,14.42
IC4042,G,195.178208,27.971389,14.13
IC4043,G,195.144500,37.071917,16.46
IC4044,G,195.197542,27.922167,15.47
IC4045,G,195.202667,28.090778,13.88
IC4046,*,195.164292,36.685917,
IC4047,G,195.240375,19.687000,15.63
IC4048,G,195.158958,39.830972,16.84
IC4049,G,195.177750,36.345556,15.02
IC4050,**,195.182583,36.739861,
IC4051,G,195.214833,28.042806,13.61
IC4052,**,195.174667,39.667639,
IC4053,*,195.255458,22.924722,
IC4054,*,195.255667,22.905028,
IC4055,Other,195.260958,22.908556,
IC4056,G,195.184542,39.754139,15.96
IC4057,*,195.271917,23.157694,
IC4058,G,195.288917,19.494167,16.34
IC4059,G,195.314458,19.273556,17.0
IC4060,G,195.219000,40.584556,15.11
IC4061,GPair,195.240167,39.582750,
IC4061 NED01,G,195.239125,39.583111,15.96
IC4061 NED02,G,195.242083,39.583944,17.01
IC4062,G,195.244333,39.858944,14.89
IC4063,G,195.277708,39.245194,16.92
IC4064,G,195.278042,39.841472,14.38
IC4065,G,195.295792,39.744472,15.32
IC4066,*,195.417333,19.272611,
IC4067,G,195.333750,39.940361,16.3
IC4068,G,195.334083,39.899056,15.87
IC4069,G,195.353250,36.112722,16.85
IC4070,G,195.430375,19.301944,16.21
IC4071,G,195.517042,-7.603194,14.7
IC4072,*,195.357667,37.353722,
IC4073,G,195.357125,39.914278,15.45
IC4074,G,195.454083,19.008861,16.9
IC4075,G,195.452333,19.965000,16.8
IC4076,G,195.452458,23.389111,16.75
IC4077,G,195.391875,37.386222,16.22
IC4078,**,195.398583,36.593222,
IC4079,G,195.486625,19.248806,17.41
IC4080,GPair,195.490833,19.254694,
IC4080 NED01,G,195.490458,19.253250,17.28
IC4080 NED02,G,195.492708,19.255917,18.66
IC4081,G,195.480417,22.771028,16.59
IC4082,G,195.412875,37.341639,16.57
IC4083,G,195.412125,38.142361,16.29
IC4084,**,195.420958,36.965667,
IC4085,G,195.409125,39.702694,16.01
IC4086,G,195.428500,36.648417,15.66
IC4087,G,195.501708,19.995194,17.04
IC4088,Dup,195.430708,29.044667,
IC4089,G,195.507708,19.502889,17.44
IC4090,*,195.442917,36.837944,
IC4091,G,195.554000,19.893000,16.85
IC4092,*,195.556792,19.184167,
IC4093,Other,195.516625,28.994750,
IC4094,G,195.494125,37.795028,16.3
IC4095,G,195.584917,19.099694,16.25
IC4096,G,195.570667,24.010833,16.7
IC4097,*,195.520583,36.605444,
IC4098,G,195.516000,37.980889,16.33
IC4099,G,195.596792,24.029167,16.38
IC4100,G,195.520458,40.408361,14.81
IC4101,*,195.557292,39.940361,
IC4102,G,195.574958,36.152444,16.97
IC4103,G,195.579375,38.017500,15.88
IC4104,G,195.575500,38.592417,15.95
IC4105,G,195.579167,38.271278,16.47
IC4106,G,195.660167,28.114583,15.39
IC4107,G,195.674458,21.997389,16.62
IC4108,G,195.631375,38.478500,15.4
IC4109,*,195.741542,19.003694,
IC4110,G,195.742875,19.226972,16.57
IC4111,G,195.735708,28.070417,15.64
IC4112,*,195.688167,37.212167,
IC4113,G,195.763792,20.473389,16.69
IC4114,G,195.674292,40.104528,16.56
IC4115,G,195.703042,37.223222,15.87
IC4116,*,195.792167,19.083361,
IC4117,*,195.702500,40.524889,
IC4118,G,195.715417,38.292944,15.38
IC4119,G,195.813208,19.232778,17.44
IC4120,*,195.756458,37.081667,
IC4121,*,195.839667,19.282306,
IC4122,G,195.851792,20.196917,14.16
IC4123,G,195.774250,38.314472,15.6
IC4124,G,195.881542,22.846806,16.82
IC4125,G,195.895708,18.803389,15.75
IC4126,*,195.901875,19.323444,
IC4127,G,195.822500,38.046917,15.93
IC4128,G,195.921833,20.216639,16.4
IC4129,G,195.933208,18.877139,17.04
IC4130,G,195.944125,19.271528,14.3
IC4131,G,195.856583,38.951278,16.39
IC4132,*,195.891000,38.377583,
IC4133,G,195.961667,27.988389,15.34
IC4134,Dup,195.517292,-11.378417,
IC4135,G,195.905792,40.248972,16.06
IC4136,Dup,196.079625,-7.649444,
IC4137,G,195.997083,22.739972,16.52
IC4138,G,196.008792,20.665500,16.61
IC4139,G,196.017292,19.294972,15.41
IC4140,G,196.025167,20.096361,17.54
IC4141,G,196.032208,19.210639,15.31
IC4142,*,195.946625,38.195083,
IC4143,*,195.939583,40.207083,
IC4144,G,195.958625,36.943389,15.88
IC4145,G,195.957375,38.286583,16.75
IC4146,G,196.043250,19.278250,15.93
IC4147,G,196.039292,20.250889,17.35
IC4148,G,196.044542,19.259167,16.7
IC4149,G,196.045083,22.289667,15.5
IC4150,*,196.054333,21.986722,
IC4151,GTrpl,195.995583,36.857889,
IC4151 NED01,G,195.996167,36.858028,17.58
IC4151 NED02,G,195.997250,36.858444,18.01
IC4152,G,195.993583,38.198611,15.92
IC4153,*,196.110708,19.044972,
IC4154,G,196.117792,23.575028,15.5
IC4155,*,196.037083,40.015444,
IC4156,Dup,196.233167,-7.947694,
IC4157,*,196.077417,38.663583,
IC4158,G,196.102667,36.479889,15.74
IC4159,G,196.191625,22.242139,17.2
IC4160,G,196.200250,22.892472,16.9
IC4161,G,196.147167,39.977472,16.04
IC4162,G,196.262458,20.554806,16.97
IC4163,G,196.283375,20.770722,16.39
IC4164,G,196.310375,20.547111,16.81
IC4165,G,196.237333,39.924917,17.95
IC4166,G,196.327458,31.442306,15.15
IC4167,G,196.378125,21.910028,16.82
IC4168,G,196.294625,40.049694,15.36
IC4169,GPair,196.300375,38.772472,
IC4169 NED01,G,196.300042,38.770694,19.09
IC4169 NED02,G,196.302167,38.773556,16.41
IC4170,GPair,196.395208,21.135028,
IC4170 NED01,G,196.395792,21.134944,12.7
IC4170 NED02,G,196.396958,21.129694,18.93
IC4171,G,196.328375,36.102889,15.92
IC4172,G,196.639000,22.850389,16.21
IC4173,Dup,195.978042,-11.505056,
IC4174,*,196.369000,36.396417,
IC4175,G,196.447792,20.374694,16.84
IC4176,Dup,195.986417,-11.498056,
IC4177,G,196.620625,-13.571639,14.96
IC4178,G,196.422917,36.017472,16.19
IC4179,*,196.441250,37.197806,
IC4180,G,196.735375,-23.917111,13.6
IC4181,G,196.526750,21.493889,16.15
IC4182,G,196.456417,37.604889,11.61
IC4183,G,196.548167,21.504361,16.72
IC4184,G,196.465708,38.837389,15.54
IC4185,GPair,196.552667,21.773028,
IC4185 NED01,G,196.552375,21.769250,16.59
IC4185 NED02,G,196.553208,21.775861,18.03
IC4186,**,196.489000,36.986056,
IC4187,G,196.498417,36.298472,15.53
IC4188,G,196.509708,36.328222,16.36
IC4189,G,196.514792,35.980333,14.42
IC4190,*,196.526583,37.610028,
IC4191,PN,197.196792,-67.643750,10.6
IC4192,Other,196.535833,37.605556,
IC4193,G,196.526375,39.423611,15.51
IC4194,*,196.532458,38.873583,
IC4195,*,196.564292,37.039778,
IC4196,Dup,196.890583,-24.008556,
IC4197,G,197.018042,-23.796861,12.48
IC4198,Dup,196.928417,24.810583,
IC4199,*,196.886125,35.859833,
IC4200,G,197.394833,-51.968583,13.82
IC4201,G,196.963417,35.834861,15.5
IC4202,G,197.131583,24.700778,14.96
IC4203,*,197.079458,40.427889,
IC4204,G,197.089917,39.461167,15.93
IC4205,Dup,197.173875,52.774278,
IC4206,*,197.341417,39.022250,
IC4207,G,197.361375,37.822944,16.61
IC4208,*,197.408292,37.255583,
IC4209,G,197.593708,-7.170694,14.48
IC4210,Dup,197.698542,29.709889,
IC4211,*,197.735333,37.176250,
IC4212,G,198.012458,-6.992500,13.69
IC4213,G,198.046750,35.669694,13.98
IC4214,G,199.427875,-32.101694,11.4
IC4215,G,199.070125,25.405222,13.88
IC4216,G,199.257792,-10.770000,13.69
IC4217,G,199.305333,-13.154083,15.26
IC4218,G,199.264208,-2.261278,14.73
IC4219,G,199.623917,-31.630889,12.99
IC4220,G,199.476333,-13.605472,14.89
IC4221,G,199.626458,-14.608889,13.58
IC4222,Dup,199.919042,-27.428972,
IC4223,G,199.730042,7.795500,15.38
IC4224,G,199.771042,-2.515306,14.84
IC4225,G,200.003958,31.981389,14.97
IC4226,G,200.126708,32.003917,15.12
IC4227,G,200.222833,32.190778,15.55
IC4228,G,200.392083,25.516250,15.12
IC4229,G,200.608875,-2.418278,14.3
IC4230,G,200.496667,26.733861,15.06
IC4231,G,200.805750,-26.300389,14.29
IC4232,G,200.843542,-26.109500,14.57
IC4233,Dup,201.210125,-30.307528,
IC4234,G,200.749458,27.116417,14.76
IC4235,G,200.970708,-12.743361,16.13
IC4236,Dup,200.864375,6.392556,
IC4237,G,201.136500,-21.136833,13.22
IC4238,G,200.999792,30.932417,15.93
IC4239,G,201.105958,30.959278,15.19
IC4240,G,201.114833,30.977917,15.87
IC4241,G,201.193958,26.738417,15.38
IC4242,G,201.170500,31.026500,16.02
IC4243,G,201.463500,-27.626889,15.19
IC4244,G,201.234458,26.463528,15.42
IC4245,G,201.496042,-26.677722,15.25
IC4246,G,201.501042,-26.678056,15.34
IC4247,G,201.685125,-30.362417,14.28
IC4248,G,201.696750,-29.881361,14.8
IC4249,G,201.777333,-27.956389,13.92
IC4250,G,201.537250,26.477167,15.55
IC4251,G,201.851167,-29.444361,14.97
IC4252,G,201.866667,-27.324778,13.05
IC4253,G,201.884875,-27.872139,14.8
IC4254,G,201.939042,-27.222528,15.6
IC4255,G,202.000500,-27.354306,13.37
IC4256,G,201.763292,30.976833,15.5
IC4257,Other,201.834708,46.867000,
IC4258,G,201.971917,28.508194,15.08
IC4259,G,202.367292,-30.134944,15.39
IC4260,G,202.418417,-28.266083,15.68
IC4261,G,202.448583,-28.006361,14.74
IC4262,G,202.596250,-28.270583,15.62
IC4263,G,202.138292,46.927194,15.22
IC4264,G,202.573833,-27.928444,14.96
IC4265,G,202.595708,-25.765556,15.47
IC4266,G,202.273458,37.611750,16.17
IC4267,G,202.650417,-26.256056,15.2
IC4268,G,202.301375,37.660500,16.28
IC4269,G,202.337667,37.623083,
IC4270,G,202.704542,-25.333667,14.69
IC4271,GPair,202.339167,37.411667,
IC4271 NED01,G,202.339333,37.414028,15.35
IC4271 NED02,G,202.338792,37.409667,15.0
IC4272,G,202.819000,-29.957361,15.66
IC4273,G,202.874417,-28.893444,15.25
IC4274,Dup,203.387125,-65.974056,
IC4275,G,202.963750,-29.732389,16.6
IC4276,G,203.026083,-28.156833,15.37
IC4277,G,202.569667,47.314167,
IC4278,G,202.614792,47.246889,17.79
IC4279,G,203.129042,-27.127472,15.48
IC4280,G,203.222500,-24.207139,12.84
IC4281,G,203.159375,-27.169639,14.48
IC4282,G,202.832375,47.183861,17.83
IC4283,G,203.044500,28.389111,15.36
IC4284,G,202.883083,46.795111,17.27
IC4285,G,202.939750,46.821611,17.88
IC4286,G,203.398542,-27.631222,15.96
IC4287,GPair,203.162500,25.441111,
IC4287 NED01,G,203.162375,25.441111,15.27
IC4287 NED02,G,203.165250,25.440194,
IC4288,G,203.626750,-27.304222,14.76
IC4289,G,203.699208,-27.127083,14.35
IC4290,G,203.831583,-28.021806,13.32
IC4291,OCl,204.235042,-62.093111,9.7
IC4292,G,203.944167,-27.673861,15.2
IC4293,G,204.009417,-25.882306,13.5
IC4294,G,204.130125,-28.781139,15.62
IC4295,G,204.143583,-29.089444,15.12
IC4296,G,204.162625,-33.965833,10.51
IC4297,G,203.830208,26.424778,15.57
IC4298,G,204.144708,-26.553861,14.17
IC4299,G,204.197833,-34.065806,12.66
IC4300,G,203.855000,33.419806,15.74
IC4301,G,203.899167,33.374500,15.77
IC4302,G,203.899792,33.479583,16.14
IC4303,G,204.325917,-28.657972,15.26
IC4304,G,203.991167,33.430028,14.74
IC4305,G,203.993208,33.473917,14.8
IC4306,G,204.081833,33.423444,15.43
IC4307,G,204.150708,27.242194,15.08
IC4308,Other,204.218167,32.733361,
IC4309,G,204.708500,-29.662722,15.47
IC4310,G,204.738083,-25.845722,13.33
IC4311,G,205.033167,-51.036139,14.07
IC4312,G,205.128750,-51.070889,13.42
IC4313,G,204.586292,26.759778,16.02
IC4314,G,204.604458,26.742500,14.94
IC4315,G,205.013292,-25.474556,15.05
IC4316,G,205.076708,-28.892222,13.97
IC4317,G,205.440917,27.106361,16.21
IC4318,G,205.844542,-28.967944,14.54
IC4319,G,205.860708,-29.803472,14.32
IC4320,G,206.015500,-27.231694,14.25
IC4321,G,206.130208,-30.139583,15.16
IC4322,G,205.933958,25.392139,15.5
IC4323,G,206.278667,-28.651250,15.91
IC4324,G,206.363792,-30.227222,14.82
IC4325,G,206.915208,-29.434361,14.75
IC4326,G,207.089542,-29.626389,14.4
IC4327,G,207.182500,-30.217500,13.91
IC4328,G,207.262083,-29.937028,14.92
IC4329,G,207.272125,-30.295861,10.97
IC4330,G,206.811875,-28.331806,14.72
IC4331,G,207.352542,25.154667,15.73
IC4332,G,207.468958,25.190889,15.3
IC4333,G,211.335792,-84.272694,14.8
IC4334,G,207.451125,29.694083,15.51
IC4335,*,207.437792,33.673639,
IC4336,G,207.680708,39.706778,14.0
IC4337,G,208.080333,14.271917,15.22
IC4338,Dup,208.226917,-1.114639,
IC4339,*,208.370125,37.539028,11.5
IC4340,G,208.389708,37.386972,14.58
IC4341,G,208.392708,37.522250,14.78
IC4342,G,208.592125,25.153083,15.26
IC4343,G,208.732500,25.122639,15.13
IC4344,G,208.802458,25.021444,14.98
IC4345,G,208.805792,25.051806,14.23
IC4346,G,208.919042,25.153056,14.98
IC4347,Dup,209.432792,-39.978417,
IC4348,G,208.937875,25.203111,15.59
IC4349,G,208.943083,25.151917,15.13
IC4350,G,209.308000,-25.245806,13.71
IC4351,G,209.476083,-29.315722,11.62
IC4352,G,209.604667,-34.517333,13.58
IC4353,Other,209.265417,37.729056,
IC4354,G,209.628750,-12.605361,15.33
IC4355,G,209.525500,28.422694,15.17
IC4356,G,209.687917,37.490667,15.86
IC4357,G,210.182042,31.894167,14.83
IC4358,G,210.892417,-10.151250,14.92
IC4359,G,211.347208,-45.269778,13.81
IC4360,G,211.088917,-11.424833,15.88
IC4361,G,211.031125,-9.768889,
IC4362,G,211.342583,-41.818972,13.43
IC4363,G,211.051250,-9.641639,15.09
IC4364,G,211.082167,-9.993278,14.76
IC4365,Dup,210.947250,9.523694,
IC4366,G,211.297833,-33.760111,12.74
IC4367,G,211.402417,-39.203361,13.01
IC4368,G,211.193500,-9.962250,14.95
IC4369,G,211.024458,33.320722,16.2
IC4370,G,211.041083,33.346000,15.88
IC4371,G,211.045292,33.307806,15.13
IC4372,G,211.442042,-10.900083,16.18
IC4373,G,211.429875,25.231361,15.26
IC4374,G,211.874000,-27.017861,13.68
IC4375,Dup,212.012958,-33.314917,
IC4376,Other,212.710292,-30.792750,
IC4377,G,214.245042,-75.647194,13.95
IC4378,G,213.039875,-34.265333,14.55
IC4379,G,213.042667,-34.272722,15.52
IC4380,G,212.508833,37.549861,15.18
IC4381,Dup,212.738500,25.497222,
IC4382,G,212.760583,25.519361,15.46
IC4383,Dup,213.053000,15.868889,
IC4384,G,212.983417,27.113917,14.91
IC4385,Other,213.632167,-42.323611,
IC4386,G,213.759875,-43.961333,12.75
IC4387,G,213.757292,-43.990111,14.91
IC4388,G,214.014500,-31.752639,14.32
IC4389,G,214.192500,-40.552500,15.3
IC4390,G,214.246667,-44.977333,13.82
IC4391,G,214.112667,-31.684972,14.44
IC4392,Other,213.971542,-13.051250,
IC4393,G,214.453958,-31.349083,13.74
IC4394,Other,214.093167,39.697694,
IC4395,G,214.337833,26.857444,15.0
IC4396,G,214.376000,28.800000,14.99
IC4397,G,214.494667,26.412556,14.1
IC4398,G,214.514333,28.866389,15.17
IC4399,G,214.599833,26.385889,15.38
IC4400,Other,215.556042,-60.569806,
IC4401,G,214.854458,-4.489139,14.44
IC4402,G,215.304542,-46.297889,11.82
IC4403,G,214.570292,31.653833,14.8
IC4404,*,212.709042,78.628306,
IC4405,G,214.819125,26.298583,14.67
IC4406,PN,215.610333,-44.150194,10.2
IC4407,G,215.903583,-5.983222,14.75
IC4408,G,215.304542,29.993500,14.89
IC4409,G,215.388750,31.585528,15.04
IC4410,G,215.558125,17.397333,15.59
IC4411,Other,216.254583,-35.020611,
IC4412,Dup,215.792958,26.265806,
IC4413,G,215.738833,37.527417,15.5
IC4414,Dup,215.927458,28.347861,
IC4415,G,216.111333,16.639611,16.1
IC4416,G,216.072583,29.635806,15.5
IC4417,G,216.223708,17.037917,15.58
IC4418,G,216.363500,25.526278,14.84
IC4419,G,216.477792,16.632528,16.06
IC4420,G,216.414208,25.378361,15.44
IC4421,G,217.130458,-37.583750,12.37
IC4422,G,216.496375,30.473722,15.21
IC4423,G,216.573917,26.246139,15.45
IC4424,Dup,216.884875,4.821611,
IC4425,G,216.684083,27.189528,15.19
IC4426,G,216.821208,16.830972,15.59
IC4427,G,216.748208,26.863972,15.33
IC4428,G,216.856458,16.190833,15.71
IC4429,G,216.905708,16.899861,15.46
IC4430,G,217.330833,-33.455111,12.98
IC4431,Dup,216.789583,30.948222,
IC4432,G,217.207333,-39.552194,16.37
IC4433,G,216.972292,16.195556,16.31
IC4434,G,216.978083,16.207167,15.51
IC4435,G,216.851167,37.471444,15.11
IC4436,G,216.992417,26.504500,14.75
IC4437,**,216.881917,41.503222,
IC4438,G,217.143625,17.334556,15.94
IC4439,G,217.166833,17.024750,15.81
IC4440,G,217.246833,17.320583,15.56
IC4441,G,217.910917,-43.418444,11.84
IC4442,G,217.188625,28.964250,15.13
IC4443,G,217.322875,16.181556,16.25
IC4444,Dup,217.910917,-43.418444,
IC4445,G,217.977542,-46.035306,15.0
IC4446,G,217.255500,37.463139,15.77
IC4447,G,217.324917,30.832222,14.66
IC4448,G,220.116500,-78.809222,13.51
IC4449,G,217.839958,15.240861,15.71
IC4450,G,218.051417,28.556833,15.3
IC4451,G,218.654750,-36.285833,13.34
IC4452,G,218.114292,27.427417,14.93
IC4453,G,218.619375,-27.518556,12.19
IC4454,G,218.319542,17.711806,16.7
IC4455,Dup,218.431750,-14.619694,
IC4456,G,218.538208,16.184028,16.08
IC4457,G,218.620333,18.224694,16.0
IC4458,G,219.524458,-39.505972,17.03
IC4459,G,218.634167,30.974667,15.39
IC4460,G,218.652208,30.279389,15.61
IC4461,G,218.751583,26.531917,16.7
IC4462,G,218.757917,26.543917,15.33
IC4463,G,218.954167,16.019278,15.42
IC4464,G,219.454167,-36.878000,13.66
IC4465,G,218.963167,15.572917,16.53
IC4466,G,219.200458,18.343778,15.6
IC4467,G,219.223625,18.370639,15.99
IC4468,G,219.611417,-22.367611,13.77
IC4469,G,219.335375,18.249333,15.45
IC4470,G,217.095375,78.885611,14.93
IC4471,Dup,219.133583,41.685889,
IC4472,G,220.045167,-44.314583,13.96
IC4473,GTrpl,219.475583,15.861667,
IC4473 NED01,G,219.476625,15.860694,15.97
IC4473 NED02,G,219.475208,15.863667,15.39
IC4473 NED03,G,219.475917,15.870167,
IC4474,G,219.592917,23.428750,15.87
IC4475,G,219.596917,23.333556,14.82
IC4476,G,219.966042,-16.244750,15.31
IC4477,G,219.646833,28.459389,15.61
IC4478,G,219.802875,15.877389,15.29
IC4479,G,219.691250,28.505444,14.85
IC4480,G,219.940125,18.492361,15.41
IC4481,G,220.042125,16.141444,16.59
IC4482,G,220.051917,18.943278,15.55
IC4483,G,220.081292,16.685222,14.92
IC4484,G,221.932833,-73.305944,13.88
IC4485,G,220.131083,28.668861,15.87
IC4486,G,220.419958,18.557222,15.31
IC4487,G,220.467458,18.577000,15.65
IC4488,G,220.719083,18.620278,15.84
IC4489,G,220.816458,18.528611,16.78
IC4490,**,221.338625,-36.173361,
IC4491,Dup,221.857042,-13.716139,
IC4492,G,220.641125,37.452333,15.3
IC4493,Dup,221.086667,12.129722,
IC4494,G,221.106417,15.551389,15.3
IC4495,G,221.060708,23.558389,15.66
IC4496,G,220.977417,33.406556,14.88
IC4497,G,221.086917,28.551028,15.23
IC4498,G,221.253292,26.301139,14.94
IC4499,GCl,225.080208,-82.213500,8.56
IC4500,G,221.148583,37.482472,15.58
IC4501,G,221.856125,-22.406028,14.27
IC4502,G,221.315958,37.300361,15.58
IC4503,G,221.664625,16.146444,14.69
IC4504,G,221.654083,31.699194,15.46
IC4505,G,221.639042,33.408611,14.83
IC4506,G,221.666417,33.401222,15.48
IC4507,G,221.925667,18.455722,15.82
IC4508,G,221.964208,31.768278,15.55
IC4509,G,222.112750,31.791583,14.8
IC4510,Other,222.669625,-20.730889,
IC4511,Other,223.022000,-40.494917,
IC4512,G,222.476250,27.700806,16.12
IC4513,Other,223.070125,-20.727917,
