name,type,ra_deg,dec_deg,mag
IC3310,*,186.480417,15.680528,
IC3311,G,186.387958,12.260333,14.68
IC3312,G,186.374583,23.581639,17.05
IC3313,G,186.401833,15.829833,14.22
IC3314,G,186.381208,23.591056,16.25
IC3315,G,186.412208,12.313750,15.9
IC3316,G,186.400625,26.163250,16.55
IC3317,G,186.412125,25.343917,17.16
IC3318,*,186.457708,9.762806,11.44
IC3319,Other,186.462208,10.391000,
IC3320,Dup,186.461125,10.459056,
IC3321,G,186.442417,26.082528,16.55
IC3322,G,186.475417,7.554778,14.08
IC3323,*,186.450333,27.542389,
IC3324,G,186.454833,26.739889,17.06
IC3325,G,186.464458,23.895917,15.85
IC3326,G,186.469792,23.768444,16.66
IC3327,G,186.511583,14.880361,15.09
IC3328,G,186.491375,10.053778,14.38
IC3329,HII,186.483000,27.564111,
IC3330,G,186.484625,30.843583,14.97
IC3331,G,186.522167,11.812222,15.04
IC3332,G,186.521625,25.279833,
IC3333,*,186.536542,13.132944,14.8
IC3334,G,186.539708,28.465833,16.22
IC3335,G,186.579708,26.129306,17.25
IC3336,G,186.582875,26.838444,15.4
IC3337,G,186.589458,25.311528,16.93
IC3338,G,186.592833,25.886222,15.94
IC3339,Dup,186.625417,8.872222,
IC3340,G,186.636292,16.844667,15.41
IC3341,G,186.596625,27.745528,16.69
IC3342,*,186.614042,27.138639,
IC3343,*,186.646250,8.874278,
IC3344,G,186.634958,13.578778,14.91
IC3345,G,186.638917,24.368861,17.19
IC3346,G,186.685125,11.379722,15.78
IC3347,G,186.685708,10.918583,16.31
IC3348,G,186.658792,25.624889,17.3
IC3349,G,186.696083,12.453972,14.08
IC3350,**,186.693458,9.442611,12.68
IC3351,*,186.670792,27.605583,
IC3352,Other,186.699167,8.757500,
IC3353,G,186.687833,27.912333,16.82
IC3354,*,186.714417,12.097139,
IC3355,G,186.713083,13.175722,15.06
IC3356,G,186.710375,11.559028,15.45
IC3357,G,186.713958,9.777500,15.36
IC3358,G,186.726417,11.663972,13.61
IC3359,G,186.714167,23.498167,16.64
IC3360,*,186.711333,26.046639,
IC3361,G,186.727292,10.665861,15.49
IC3362,G,186.726708,26.690083,16.15
IC3363,G,186.762792,12.560806,14.84
IC3364,G,186.770458,25.563250,16.54
IC3365,G,186.796583,15.896667,14.29
IC3366,G,186.800500,9.410194,16.56
IC3367,GPair,186.799583,26.956750,
IC3367 NED01,G,186.791958,26.957417,15.88
IC3368,G,186.834917,16.428583,15.45
IC3369,G,186.820583,16.024472,14.03
IC3370,G,186.905542,-39.337778,11.18
IC3371,G,186.842708,10.866778,15.27
IC3372,G,186.852250,25.287222,17.02
IC3373,G,186.865875,25.453917,16.37
IC3374,G,186.889500,10.003778,15.4
IC3375,*,186.918167,27.364750,
IC3376,G,186.959750,26.993528,14.32
IC3377,G,186.966458,24.942167,16.18
IC3378,G,187.006292,17.296306,16.31
IC3379,G,187.017750,17.305750,16.05
IC3380,G,187.023042,26.672861,16.82
IC3381,G,187.062000,11.789833,13.48
IC3382,G,187.056417,13.570694,16.3
IC3383,G,187.051333,10.297667,15.18
IC3384,G,187.051083,25.091333,19.29
IC3385,G,187.062292,25.432611,16.47
IC3386,G,187.098667,13.195750,15.55
IC3387,G,187.078417,27.995722,16.61
IC3388,G,187.116917,12.823667,14.8
IC3389,G,187.098000,27.844944,18.11
IC3390,G,187.119042,24.809333,16.56
IC3391,G,187.113750,18.415028,13.66
IC3392,G,187.180250,14.999500,12.99
IC3393,G,187.173792,12.915917,14.32
IC3394,G,187.171708,26.798417,15.86
IC3395,G,187.185417,25.034750,16.43
IC3396,G,187.187417,25.050222,17.23
IC3397,G,187.194000,25.731917,15.99
IC3399,*,187.233250,25.696083,
IC3400,*,187.262083,9.406167,11.5
IC3401,G,187.245167,26.460083,17.28
IC3402,G,187.247167,28.861944,15.16
IC3403,G,187.256083,24.632667,15.91
IC3404,Other,187.294667,7.153944,
IC3405,G,187.248375,37.730111,16.3
IC3406,G,187.260958,27.640528,15.64
IC3407,G,187.266083,27.778861,14.58
IC3408,*,187.315792,11.875889,10.87
IC3409,G,187.338458,14.789306,15.96
IC3410,G,187.275708,19.004778,15.71
IC3411,G,187.301625,24.584194,17.22
IC3412,G,187.344375,9.989028,15.55
IC3413,G,187.343792,11.433889,14.36
IC3414,G,187.369917,6.771806,13.97
IC3415,*,187.340042,26.766222,
IC3416,G,187.395667,10.793083,15.38
IC3417,*,187.413417,7.861278,
IC3418,G,187.433000,11.404694,14.29
IC3419,G,187.435750,15.024750,16.3
IC3420,*,187.427333,13.446417,
IC3421,G,187.410792,26.230611,15.48
IC3422,G,187.477542,14.688361,16.08
IC3423,*,187.443833,13.658778,15.6
IC3424,G,187.437667,24.408667,17.49
IC3425,G,187.484958,10.615333,14.57
IC3426,*,187.506083,13.598167,14.9
IC3427,Dup,187.543042,10.779472,
IC3428,*,187.531292,23.675028,
IC3429,G,187.533083,23.545139,16.95
IC3430,G,187.570333,9.085111,15.43
IC3431,G,187.600750,11.614472,16.85
IC3432,G,187.616000,14.160194,14.78
IC3433,G,187.617542,17.309722,16.24
IC3434,G,187.613583,18.809722,15.46
IC3435,G,187.666167,15.129694,15.2
IC3436,G,187.624708,19.673028,14.86
IC3437,G,187.691292,11.343194,15.02
IC3438,Dup,187.748792,8.077861,
IC3439,G,187.747792,25.561806,16.29
IC3440,G,187.771500,12.029861,16.75
IC3441,G,187.768417,28.852694,15.11
IC3442,G,187.834125,14.115194,13.8
IC3443,G,187.815542,12.331778,15.03
IC3444,**,187.807875,27.549639,
IC3445,G,187.830958,12.738000,15.95
IC3446,G,187.845583,11.492389,15.53
IC3447,G,187.824583,10.680167,16.69
IC3448,G,187.846625,17.206417,15.52
IC3449,G,187.845583,25.914000,17.02
IC3450,G,187.853417,26.796139,16.4
IC3451,G,187.850292,28.855194,14.65
IC3452,Dup,187.885542,11.624722,
IC3453,G,187.907250,14.859806,14.8
IC3454,G,187.911042,27.495722,15.59
IC3455,G,187.935625,25.786083,16.71
IC3456,Other,187.932292,28.357167,
IC3457,G,187.963917,12.657000,14.64
IC3458,G,187.933333,28.147361,15.73
IC3459,G,187.983000,12.174028,14.91
IC3460,G,187.959958,27.386889,16.22
IC3461,G,188.011417,11.890083,14.51
IC3462,G,188.039917,15.300944,16.09
IC3463,Other,188.019083,12.319417,
IC3464,*,188.000833,26.004833,
IC3465,G,188.051000,12.061556,16.16
IC3466,G,188.023667,11.817917,15.76
IC3467,G,188.102375,11.787583,15.4
IC3468,G,188.059208,10.251472,13.88
IC3469,G,188.045750,25.802778,17.64
IC3470,G,188.097458,11.262972,13.85
IC3471,G,188.095083,16.018833,15.49
IC3472,G,188.078250,24.728250,17.1
IC3473,G,188.079667,18.244139,14.4
IC3474,G,188.152125,2.661528,14.57
IC3475,G,188.171083,12.771000,13.38
IC3476,G,188.174500,14.050444,12.84
IC3477,*,188.159208,26.038444,
IC3478,G,188.184167,14.196194,14.37
IC3479,G,188.170542,25.406111,17.13
IC3480,**,188.172875,26.828556,
IC3481,G,188.217750,11.404389,13.67
IC3482,G,188.254167,27.830306,16.61
IC3483,G,188.291917,11.347333,14.18
IC3484,G,188.272083,17.403000,15.01
IC3485,*,188.296917,9.217278,
IC3486,G,188.308375,12.857833,15.15
IC3487,G,188.306000,9.397361,15.04
IC3488,G,188.285208,26.349361,15.57
IC3489,G,188.307083,12.247000,14.79
IC3490,G,188.307917,10.928528,15.47
IC3491,G,188.287458,27.094389,16.05
IC3492,G,188.332417,12.853444,15.3
IC3493,*,188.328667,9.393194,
IC3494,G,188.307125,27.584111,17.14
IC3495,**,188.317875,26.808806,
IC3496,*,188.330458,26.755444,
IC3497,*,188.368917,25.488750,
IC3498,G,188.370708,26.738056,16.21
IC3499,G,188.437500,10.995722,13.27
IC3500,G,188.456958,13.962778,15.08
IC3501,G,188.465083,13.322444,14.69
IC3502,G,188.426375,26.617361,17.44
IC3503,*,188.451125,37.789306,
IC3504,*,188.532708,6.886361,
IC3505,G,188.542958,15.968222,15.05
IC3506,G,188.528083,12.741611,15.93
IC3507,G,188.518542,25.362833,17.26
IC3508,G,188.528958,26.670778,15.42
IC3509,G,188.548042,12.048972,14.25
IC3510,G,188.561708,11.071528,14.87
IC3511,*,188.539542,27.348639,
IC3512,*,188.540250,27.361111,
IC3513,*,188.548375,27.330556,
IC3514,**,188.565792,26.700611,
IC3515,G,188.567083,27.862250,15.61
IC3516,G,188.571417,27.452306,16.07
IC3517,G,188.628167,9.154750,15.3
IC3518,G,188.630375,9.623444,14.79
IC3519,G,188.660000,15.602694,15.88
IC3520,G,188.632542,13.503667,15.8
IC3521,G,188.664625,7.160194,13.74
IC3522,G,188.689917,15.220778,15.41
IC3523,G,188.664167,14.016778,17.08
IC3524,*,188.679583,14.244333,
IC3525,G,188.693500,10.176694,16.49
IC3526,**,188.669208,25.684139,
IC3527,**,188.676208,26.155111,
IC3528,G,188.732917,15.565611,15.2
IC3529,*,188.707333,25.698778,
IC3530,G,188.705500,17.814278,14.53
IC3531,G,188.735583,26.626583,16.55
IC3532,*,188.739667,25.880639,
IC3533,G,188.755333,25.779722,16.01
IC3534,G,188.717208,14.978167,16.11
IC3535,*,188.795417,25.731972,
IC3536,G,188.802042,26.533417,16.13
IC3537,*,188.843583,7.653000,
IC3538,*,188.814833,26.235528,
IC3539,*,188.833708,23.983139,
IC3540,G,188.863458,12.750250,14.58
IC3541,*,188.840500,23.975250,
IC3542,G,188.921625,11.667167,15.65
IC3543,Dup,188.922583,26.285833,
IC3544,**,188.947500,14.300556,
IC3545,Dup,188.921583,26.523111,
IC3546,Dup,188.923708,26.222194,
IC3547,*,188.953708,26.329111,
IC3548,G,188.985958,10.936306,16.1
IC3549,*,188.961875,26.395222,
IC3550,Dup,188.967167,27.932083,
IC3551,HII,188.973792,27.964167,
IC3552,HII,188.974583,27.993889,
IC3553,*,188.983042,26.193056,
IC3554,*,188.979958,27.927333,
IC3555,HII,188.983125,27.988889,
IC3556,G,188.993583,26.966056,15.54
IC3557,GPair,189.034042,16.640861,
IC3557 NED01,G,189.033917,16.641472,15.97
IC3557 NED02,G,189.035167,16.640583,17.56
IC3558,G,189.011667,11.849806,17.39
IC3559,G,189.014000,26.987361,16.46
IC3560,G,189.016292,27.078194,16.38
IC3561,G,189.019958,26.899611,15.7
IC3562,G,189.044000,9.922611,16.19
IC3563,HII,189.030083,27.927361,
IC3564,*Ass,189.033708,27.928389,
IC3565,G,189.051083,26.756111,16.96
IC3566,Other,189.090500,11.164889,
IC3567,G,189.094667,13.602861,15.16
IC3568,PN,188.278250,82.563917,10.6
IC3569,Dup,189.034167,19.322917,
IC3570,*,189.076167,24.078472,
IC3571,G,189.083292,26.083778,17.52
IC3572,**,189.116375,11.618500,
IC3573,G,189.113417,11.759111,16.65
IC3574,G,189.115958,12.405167,15.34
IC3575,G,189.134917,13.748417,16.26
IC3576,G,189.157000,6.620889,14.97
IC3577,Other,189.151125,11.897139,
IC3578,G,189.164208,11.101861,15.24
IC3579,*,189.136417,26.104139,
IC3580,G,189.121792,18.300500,15.67
IC3581,G,189.158792,24.429028,14.06
IC3582,G,189.153792,26.234667,16.66
IC3583,G,189.181208,13.259333,13.0
IC3584,*,189.187917,12.233056,
IC3585,G,189.166250,26.829944,15.01
IC3586,G,189.228542,12.520083,14.52
IC3587,G,189.201375,27.548528,15.87
IC3588,Dup,189.234917,14.217361,
IC3589,*,189.255000,6.937000,15.6
IC3590,G,189.211292,27.278139,15.62
IC3591,G,189.262667,6.926639,14.4
IC3592,Dup,189.222667,27.862028,
IC3593,Dup,189.224708,27.749111,
IC3594,*,189.234958,26.115500,
IC3595,G,189.276667,23.786889,16.8
IC3596,Other,189.328750,26.520917,
IC3597,G,189.352667,23.864056,16.65
IC3598,G,189.337833,28.208167,15.01
IC3599,G,189.421667,26.707667,15.6
IC3600,G,189.421500,27.129556,15.67
IC3601,G,189.473500,15.224667,15.73
IC3602,G,189.576250,10.072833,16.35
IC3603,G,189.567292,15.569806,16.12
IC3604,G,189.586333,11.730722,15.98
IC3605,G,189.587292,19.541333,15.79
IC3606,G,189.604542,12.610611,16.49
IC3607,G,189.634042,10.376528,16.58
IC3608,G,189.655542,10.475889,14.71
IC3609,G,189.644667,14.352417,14.96
IC3610,G,189.696417,26.872861,17.43
IC3611,G,189.767250,13.363528,14.29
IC3612,G,189.769583,14.731139,15.03
IC3613,G,189.769958,13.759000,17.03
IC3614,G,189.754500,26.302833,17.73
IC3615,G,189.756708,18.200667,15.2
IC3616,Dup,189.769583,14.731139,
IC3617,G,189.854167,7.965833,14.27
IC3618,G,189.821375,26.677778,15.58
IC3619,**,189.828250,24.142417,
IC3620,G,189.825083,27.908639,15.62
IC3621,G,189.889917,15.502611,15.65
IC3622,G,189.885333,15.432056,16.03
IC3623,G,189.865083,27.102333,15.16
IC3624,G,189.893667,11.982194,16.52
IC3625,G,189.888208,10.967667,15.43
IC3626,G,189.881833,25.677389,15.87
IC3627,G,189.883333,27.497278,16.37
IC3628,*,189.911708,26.238889,
IC3629,G,189.944417,13.533306,15.26
IC3630,*,189.944167,25.432528,
IC3631,G,189.950042,12.973972,14.22
IC3632,G,190.000000,26.682222,16.75
IC3633,G,190.046875,9.896139,15.76
IC3634,G,190.047333,9.847778,15.75
IC3635,G,190.055750,12.874778,14.65
IC3636,**,190.064750,22.074556,
IC3637,G,190.081542,14.715000,14.82
IC3638,G,190.069167,10.518528,14.37
IC3639,G,190.220208,-36.755861,13.32
IC3640,G,190.105000,26.524167,15.97
IC3641,G,190.112000,26.521583,17.9
IC3642,G,190.107208,26.731222,16.41
IC3643,G,190.170292,12.406583,16.61
IC3644,G,190.150958,26.504611,16.23
IC3645,*,190.156708,26.541361,
IC3646,G,190.160417,26.526194,15.43
IC3647,G,190.221292,10.475361,15.13
IC3648,*,190.217458,12.985000,
IC3649,G,190.207042,21.104750,16.93
IC3650,**,190.202125,26.472722,
IC3651,G,190.220458,26.728139,14.51
IC3652,G,190.244000,11.184500,14.31
IC3653,G,190.315542,11.387250,13.71
IC3654,G,190.302083,22.589444,16.99
IC3655,G,190.310250,20.666194,16.75
IC3656,G,190.308042,22.594972,16.88
IC3657,G,190.329250,21.672500,17.82
IC3658,G,190.335958,14.700556,15.23
IC3659,G,190.365083,22.930806,16.09
IC3660,*,190.403500,21.093361,
IC3661,G,190.398875,22.494861,17.25
IC3662,G,190.401125,23.425167,15.05
IC3663,G,190.414208,12.247389,15.47
IC3664,*,190.423125,19.944139,
IC3665,G,190.444583,11.488250,15.09
IC3666,*,190.472375,7.845028,
IC3667,Dup,190.386875,41.150778,
IC3668,Other,190.387042,41.124167,13.13
IC3669,Other,190.399625,41.136583,19.07
IC3670,G,190.479250,11.774167,15.86
IC3671,G,190.464083,23.510667,15.39
IC3672,Dup,190.536083,11.754278,
IC3673,*,190.518000,21.138333,
IC3674,**,190.521333,22.510778,
IC3675,Dup,190.469667,41.273972,
IC3676,*,190.551167,13.559833,
IC3677,G,190.549333,20.884861,16.78
IC3678,G,190.552417,20.880472,16.86
IC3679,**,190.546792,22.818278,
IC3680,*,190.503792,39.104250,
IC3681,*,190.507292,39.083417,
IC3682,*,190.581167,20.864444,
IC3683,G,190.586000,20.871306,16.54
IC3684,G,190.610458,11.740306,15.99
IC3685,*,190.634333,6.870917,
IC3686,G,190.650000,10.565306,15.1
IC3687,G,190.562917,38.503333,13.35
IC3688,Dup,190.655750,14.357194,
IC3689,G,190.654000,20.850500,16.26
IC3690,G,190.704958,10.357472,15.03
IC3691,G,190.706375,22.772222,16.47
IC3692,G,190.725000,20.989750,14.73
IC3693,G,190.741750,10.681806,15.67
IC3694,G,190.780333,11.212000,14.92
IC3695,*,190.778333,22.741944,
IC3696,G,190.790167,19.928028,17.59
IC3697,G,190.745208,39.845667,15.88
IC3698,G,190.822083,11.211528,15.0
IC3699,**,190.821375,19.000194,
IC3700,*,190.833333,19.265944,
IC3701,G,190.878792,11.047139,16.59
IC3702,G,190.868208,10.873861,15.04
IC3703,*,190.841667,37.974528,
IC3704,G,190.940042,10.770083,14.72
IC3705,GPair,190.922958,19.325278,
IC3705 NED01,G,190.923000,19.327028,17.33
IC3705 NED02,G,190.923000,19.323139,17.62
IC3706,**,190.949958,9.231139,
IC3707,*,190.869500,37.982694,
IC3708,Other,190.968958,13.137528,
IC3709,G,191.016792,9.063333,14.96
IC3710,G,191.039375,12.116528,15.74
IC3711,G,191.039042,11.176611,15.65
IC3712,Other,191.069375,10.374556,
IC3713,G,191.013208,41.168917,15.07
IC3714,G,191.096167,10.188833,15.22
IC3715,G,191.089208,20.024333,16.54
IC3716,Other,191.188083,8.102167,
IC3717,G,191.095667,39.522306,15.97
IC3718,G,191.191583,12.351444,13.96
IC3719,G,191.197917,8.106917,16.03
IC3720,G,191.197833,12.064306,14.98
IC3721,G,191.221333,18.755250,13.73
IC3722,Other,191.211208,11.778583,
IC3723,G,191.127292,40.736889,15.68
IC3724,G,191.224000,10.282361,15.27
IC3725,Dup,191.221333,18.755250,
IC3726,G,191.177458,40.679000,15.39
IC3727,G,191.273583,10.900889,14.71
IC3728,G,191.263042,20.974083,16.61
IC3729,G,191.221333,39.351194,16.32
IC3730,G,191.277333,21.169583,14.57
IC3731,G,191.271917,12.446361,16.05
IC3732,G,191.299833,10.324444,16.35
IC3733,*,191.319667,6.956889,
IC3734,G,191.288667,23.039056,17.74
IC3735,G,191.335083,13.692667,13.94
IC3736,G,191.329000,21.535750,15.77
IC3737,**,191.332792,21.958167,
IC3738,G,191.357250,19.230861,19.08
IC3739,Other,191.384458,12.997361,
IC3740,G,191.377583,20.815944,15.57
IC3741,**,191.388667,19.204139,
IC3742,G,191.383417,13.332583,14.13
IC3743,Other,191.422083,11.102111,
IC3744,G,191.422833,19.500333,16.29
IC3745,G,191.436917,19.177250,14.93
IC3746,G,191.382958,37.823556,16.1
IC3747,*,191.393417,37.968528,
IC3748,*,191.462167,19.430333,
IC3749,*,191.464083,19.535583,
IC3750,*,191.487750,19.103861,
IC3751,G,191.437917,37.823056,16.6
IC3752,**,191.517042,19.011444,
IC3753,*,191.518250,19.121167,
IC3754,G,191.564750,8.348444,14.54
IC3755,**,191.539208,19.157250,
IC3756,G,191.542083,11.914611,16.86
IC3757,Other,191.499083,38.515306,
IC3758,G,191.498625,40.774861,15.17
IC3759,G,191.574042,20.783000,16.31
IC3760,G,191.576083,11.873583,16.52
IC3761,G,191.613875,20.289139,17.43
IC3762,G,191.656667,22.246361,17.8
IC3763,G,191.691792,21.985111,16.66
IC3764,Dup,191.736667,9.857111,
IC3765,**,191.646458,38.573889,
IC3766,G,191.723000,19.110583,16.99
IC3767,G,191.731167,10.182417,16.07
IC3768,*,191.669625,40.597667,
IC3769,*,191.700292,40.470194,
IC3770,*,191.815417,9.199111,
IC3771,G,191.719542,39.173056,16.77
IC3772,G,191.733708,36.530944,15.59
IC3773,G,191.813750,10.203583,14.06
IC3774,G,191.754542,36.288306,15.71
IC3775,G,191.817083,11.760222,16.2
IC3776,G,191.800875,22.484611,16.5
IC3777,*,191.855625,9.143472,
IC3778,G,191.758208,40.596417,15.25
IC3779,G,191.836000,12.166417,14.82
IC3780,*,191.783667,40.236028,
IC3781,**,191.852375,22.569778,
IC3782,*,191.815292,40.367750,
IC3783,G,191.866000,40.566583,15.47
IC3784,G,191.961250,19.384056,16.77
IC3785,G,191.967375,19.275222,17.46
IC3786,G,191.903750,39.046028,16.67
IC3787,**,191.924375,40.623778,
IC3788,G,192.030250,18.868861,15.95
IC3789,G,192.029583,20.194028,16.1
IC3790,*,192.061042,11.107583,
IC3791,Dup,191.883792,54.374833,
IC3792,**,192.059000,11.086333,
IC3793,G,192.049542,19.151694,17.35
IC3794,*,192.089625,19.170306,
IC3795,G,192.021292,40.719639,15.58
IC3796,*,192.112500,20.037694,
IC3797,Other,192.145458,11.597806,
IC3798,*,192.178833,9.241028,
IC3799,G,192.248500,-14.399222,14.5
IC3800,GPair,192.110125,36.575861,
IC3800 NED01,G,192.110083,36.575861,18.31
IC3800 NED02,G,192.113542,36.575361,16.55
IC3801,Other,192.252708,10.955972,
IC3802,*,192.177542,38.246444,
IC3803,*,192.268333,10.631806,
IC3804,Dup,192.191125,35.332694,
IC3805,**,192.177625,38.253056,
IC3806,G,192.230667,14.907889,14.2
IC3807,Other,192.374167,-4.402278,
IC3808,G,192.244833,40.595917,17.19
IC3809,G,192.268792,36.489083,16.29
IC3810,*,192.263250,40.646639,
IC3811,*,192.356542,21.462139,
IC3812,G,192.474167,-6.717444,14.85
IC3813,G,192.509667,-25.920694,13.79
IC3814,G,192.385042,20.050472,16.52
IC3815,G,192.410542,19.275028,16.69
IC3816,G,192.368625,37.230278,15.66
IC3817,G,192.431125,22.831361,17.29
IC3818,G,192.444708,21.752222,16.92
IC3819,G,192.568208,-14.380750,16.36
IC3820,G,192.412292,37.117167,16.99
IC3821,**,192.489792,20.969028,
IC3822,G,192.594708,-14.321861,15.34
IC3823,*,192.433250,40.883444,16.7
IC3824,G,192.627292,-14.425917,15.31
IC3825,G,192.654375,-14.482806,15.77
IC3826,G,192.666250,-9.031083,14.26
IC3827,G,192.717167,-14.491889,14.05
IC3828,G,192.586250,37.948944,16.06
IC3829,G,193.055417,-29.840667,11.7
IC3830,*,192.714042,19.836694,
IC3831,G,192.827458,-14.573583,14.22
IC3832,G,192.705000,39.810472,16.17
IC3833,Dup,192.884958,-13.330028,
IC3834,G,192.885000,-14.221389,14.2
IC3835,G,192.732667,40.186750,16.17
IC3836,G,192.765500,40.184222,16.47
IC3837,G,192.887542,19.723056,17.02
IC3838,Dup,192.717167,-14.491889,
IC3839,*,192.942750,20.420972,
IC3840,G,192.942083,21.735194,16.02
IC3841,**,192.960417,22.344500,
IC3842,G,192.899500,40.371361,16.09
IC3843,G,192.913292,39.001306,16.54
IC3844,G,193.027083,39.818250,16.34
IC3845,*,193.036083,38.619000,
IC3846,Other,193.163417,13.647222,
IC3847,G,193.140583,22.064722,17.31
IC3848,GPair,193.167458,21.416111,
IC3848 NED01,G,193.166667,21.416667,17.56
IC3848 NED02,G,193.169125,21.414639,16.57
IC3849,Other,193.153458,40.772222,
IC3850,G,193.164667,40.103056,15.29
IC3851,*,193.269708,21.909167,
IC3852,G,193.263750,35.773444,16.0
IC3853,G,193.292917,38.829278,17.29
IC3854,G,193.310583,40.848167,16.59
IC3855,G,193.344542,36.786000,16.39
IC3856,G,193.441333,20.092083,16.6
IC3857,G,193.483583,19.607139,17.51
IC3858,*,193.481417,20.789028,
IC3859,G,193.582750,-9.117722,14.84
IC3860,G,193.527958,19.300722,17.66
IC3861,G,193.461792,38.281806,16.54
IC3862,G,193.470667,36.086944,16.45
IC3863,G,193.474333,38.480444,16.02
IC3864,G,193.551417,18.951278,18.57
IC3865,G,193.558958,18.868944,16.49
IC3866,GPair,193.563417,22.361833,
IC3866 NED01,G,193.562375,22.359639,17.66
IC3866 NED02,G,193.564583,22.364278,16.95
IC3867,G,193.581583,18.941806,16.57
IC3868,G,193.587500,18.990333,17.32
IC3869,G,193.588625,18.971417,17.01
IC3870,G,193.589917,22.381694,17.15
IC3871,G,193.606958,18.929139,16.51
IC3872,G,193.627333,18.963167,16.54
IC3873,G,193.631667,18.882667,16.76
IC3874,G,193.643417,18.957000,16.81
IC3875,G,193.654875,22.036444,16.74
IC3876,G,193.701375,19.015333,17.79
IC3877,G,193.702833,19.178278,13.93
IC3878,*,193.623167,40.069722,
IC3879,G,193.632792,38.628556,16.03
IC3880,G,193.699958,22.502222,17.03
IC3881,G,193.724792,19.118056,17.35
IC3882,G,193.723792,22.575583,16.72
IC3883,G,193.806333,-8.119750,14.18
IC3884,G,193.740542,19.681278,16.36
IC3885,G,193.678042,37.154722,16.75
IC3886,G,193.751250,19.011694,17.75
IC3887,**,193.682375,40.304639,
IC3888,G,193.693208,39.571278,15.24
IC3889,*,193.712083,36.016833,
IC3890,G,193.709417,37.185306,17.32
IC3891,G,193.742708,36.052722,16.86
IC3892,G,193.775167,39.221944,15.39
IC3893,G,193.781042,38.623861,16.91
IC3894,**,193.865042,19.069111,
IC3895,G,193.788458,39.203250,15.79
IC3896,G,194.180125,-50.346861,11.31
IC3897,G,193.829583,39.672611,16.57
IC3898,G,193.849333,37.582889,17.23
IC3899,G,193.919417,20.636444,17.06
IC3900,G,193.922083,27.250750,14.82
IC3901,*,193.960417,21.939028,
IC3902,*,193.910750,35.995833,
IC3903,*,193.911417,40.399667,
IC3904,G,193.940000,36.293417,15.71
IC3905,GTrpl,194.035792,19.852083,
IC3905 NED01,G,194.033292,19.855889,19.11
IC3905 NED02,G,194.035750,19.853222,16.98
IC3905 NED03,G,194.038625,19.846722,
IC3906,*,193.962750,40.463861,
IC3907,G,194.075750,18.784028,17.51
IC3908,G,194.169250,-7.562778,13.33
IC3909,G,194.011750,40.385444,16.64
IC3910,**,194.018875,39.719889,
IC3911,GPair,194.039292,35.638250,
IC3911 NED01,G,194.038417,35.636750,16.25
IC3911 NED02,G,194.040000,35.639722,18.43
IC3912,*,194.031417,39.910667,
IC3913,G,194.119042,27.291278,15.56
IC3914,G,194.094917,36.360917,17.29
IC3915,*,194.162583,20.291694,
IC3916,G,194.129875,38.613444,15.36
IC3917,*,194.215125,22.006056,
IC3918,G,194.223083,22.373611,15.62
IC3919,G,194.202958,38.588750,15.87
IC3920,G,194.208542,39.958667,15.82
IC3921,G,194.236042,38.639500,16.12
IC3922,G,194.239583,38.478278,16.12
IC3923,**,194.254708,37.955722,
IC3924,G,194.353667,18.781528,18.11
IC3925,**,194.313000,36.422000,
IC3926,*,194.376708,22.811944,
IC3927,G,194.543292,-22.876028,13.73
IC3928,G,194.326208,40.441611,17.0
IC3929,G,194.421208,20.396889,17.08
IC3930,G,194.343292,38.764917,16.23
IC3931,G,194.488333,19.617639,16.08
IC3932,*,194.522083,19.583444,
IC3933,*,194.488333,36.645056,
IC3934,G,194.573167,18.825417,16.47
IC3935,Dup,194.552833,26.396889,
IC3936,Other,194.583042,19.058278,
IC3937,G,194.603083,18.818667,16.63
IC3938,*,194.605667,18.752639,
IC3939,*,194.616750,18.751861,
IC3940,G,194.568625,35.838944,15.66
IC3941,G,194.557958,39.772833,16.41
IC3942,*,194.582875,36.108750,
IC3943,G,194.651458,28.113750,14.13
IC3944,G,194.686458,23.781056,16.1
IC3945,G,194.623458,39.935917,16.07
IC3946,G,194.703000,27.810389,13.99
IC3947,G,194.717083,27.785056,14.61
IC3948,G,194.742292,24.061361,17.57
IC3949,G,194.733375,27.833361,14.24
IC3950,G,194.775500,18.735611,16.48
IC3951,G,194.792500,18.764278,16.53
IC3952,G,194.717292,38.869500,16.68
IC3953,G,194.788000,23.086611,16.89
IC3954,G,194.802708,19.272944,17.08
IC3955,G,194.775125,27.996694,14.4
IC3956,G,194.734917,37.398167,15.92
IC3957,G,194.781208,27.767778,14.72
IC3958,G,194.797542,24.022278,16.71
IC3959,G,194.784167,27.784139,14.03
IC3960,G,194.783167,27.855000,14.86
IC3961,Dup,194.759750,34.859444,
IC3962,*,194.812417,23.668000,
IC3963,G,194.806250,27.774611,14.72
IC3964,*,194.807208,27.850944,15.91
IC3965,G,194.844500,18.842944,17.15
IC3966,G,194.804667,35.855333,15.43
IC3967,G,194.803750,36.129278,15.58
IC3968,G,194.856208,27.973194,15.32
IC3969,GTrpl,194.887125,19.652000,
IC3969 NED01,G,194.886292,19.653056,17.21
IC3969 NED02,G,194.886042,19.647556,18.58
IC3969 NED03,G,194.890542,19.654750,19.48
IC3970,*,194.797625,40.401917,
IC3971,G,194.882458,22.844806,16.68
IC3972,*,194.821458,37.279139,
IC3973,G,194.878417,27.884222,14.36
IC3974,Dup,196.334167,-35.337417,
